FECDETALLE,CODIGO_SAP,TALLA,COLORES,MODELO,TIPO,PROM_FLG_DEPARTAMENTO_1_4_U3M_M2,TOT_PRECIO_CDESC_M0,TOT_PRECIO_M0,PROM_FLG_SUBCANAL_1_1_U3M_M1,PROM_FLG_DEPARTAMENTO_1_4_U3M_M1,PROM_FLG_SUBCANAL_1_1_U3M_M2,CLASS
201608,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,32.4,170.3518,172.2398,37,32.4,16,139
201609,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,32.4,378.2098,382.9298,42,17.2,37,130
201610,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,17.2,208.72008,210.13608,41,17.2,42,39
201611,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,17.2,125.52534,129.30134,26,11.8,41,46
201612,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,11.8,39.8032,41.0422,22,0,26,25
201701,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,0,12.41,12.41,23,11.8,22,4
201702,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,11.8,35.853,36.62,19,11.8,23,50
201703,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,11.8,23.128,23.6,19,11.8,19,15
201704,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,11.8,54.38054,54.85254,12,11.8,19,24
201705,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,11.8,278.4073,282.9503,10,17.7,12,168
201706,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,17.7,375.11554,376.82654,8,29.5,10,161
201707,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,29.5,219.11183,221.47183,7,29.5,8,69
201708,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,29.5,190.75574,195.47574,9,41.3,7,80
201709,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,41.3,213.14179,217.38979,20,82.6,9,184
201710,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,82.6,180.96959,182.85759,29,82.6,20,67
201711,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,82.6,96.21197,99.33897,34,90.46666667,29,113
201712,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,90.46666667,39.0924,39.5644,22,41.3,34,10
201801,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,41.3,45.3882,46.3322,16,33.43333333,22,94
201802,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,33.43333333,34.633,35.4,20,31.46666667,16,34
201803,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,31.46666667,52.156,53.1,24,51.13333333,20,43
201804,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,51.13333333,49.7661,49.7661,22,47.2,24,27
201805,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,47.2,171.3194,172.8554,17,35.4,22,189
201806,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,35.4,258.74177,260.78977,16,35.4,17,108
201807,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,35.4,213.84755,214.35955,16,47.2,16,94
201808,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,47.2,168.9404,169.4524,15,73.8,16,60
201809,10CLPY-2000LL0-SC007,L,AZUL,PTY,CPT,73.8,25.26,25.26,14,75.8,15,2
201501,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,,142.65362,119.96,,,,61
201502,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,,120.50827,112.94373,,,,106
201503,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,,298.92826,261.29746,,,,1095
201504,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,,485.32509,504.54,,,,964
201505,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,,556.2364,616.6622,36,58.8,,248
201506,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,58.8,789.58415,863.93595,39,88.2,36,494
201507,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,88.2,1103.6651,1210.26,70,159.9383667,39,1464
201508,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,159.9383667,864.132,941.85,117,274.1434,70,1234
201509,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,274.1434,1134.46975,1242.34,115,270.9434,117,712
201510,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,270.9434,1522.156,1642.48,106,254.4050333,115,657
201511,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,254.4050333,1296.63534,1516.4122,80,185.4,106,662
201512,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,185.4,1052.79991,1298.79,85,165.6,80,1122
201601,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,165.6,466.2361,502.74,101,167.4,85,521
201602,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,167.4,157.718,166.92,103,268.2,101,171
201603,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,268.2,242.51,258.27,114,340.2,103,200
201604,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,340.2,358.396,385.22,83,253.8,114,958
201605,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,253.8,1135.295,1247.41,56,131.4,83,504
201606,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,131.4,1313.66119,1324.81219,68,248.4,56,1253
201607,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,248.4,1148.8106,1159.0176,85,280.8,68,1198
201608,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,280.8,1214.8062,1224.5412,210,308.3,85,1318
201609,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,308.3,955.2104,963.2344,243,252.5666667,210,567
201610,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,252.5666667,1106.99506,1117.96906,271,255.5666667,243,1044
201611,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,255.5666667,1009.06438,1018.03238,158,267.4666667,271,1031
201612,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,267.4666667,827.8158,835.0138,124,295,158,1228
201701,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,295,187.181,187.181,108,440.5333333,124,126
201702,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,440.5333333,194.494,197.621,150,532.9666667,108,199
201703,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,532.9666667,233.05,233.522,177,591.9666667,150,106
201704,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,591.9666667,274.81634,276.23234,186,650.9666667,177,231
201705,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,650.9666667,1270.13046,1277.15146,142,564.4333333,186,1125
201706,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,564.4333333,1534.6348,1544.9598,110,481.8333333,142,1142
201707,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,481.8333333,1548.50622,1558.53622,70,330.4,110,1515
201708,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,330.4,1661.56226,1670.05826,69,300.9,70,1006
201709,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,300.9,1403.84376,1413.57876,124,448.4,69,897
201710,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,448.4,1456.15282,1463.82282,172,590,124,1245
201711,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,590,1347.7508,1358.4298,236,784.7,172,1450
201712,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,784.7,1008.6288,1015.8268,221,658.5725933,236,1115
201801,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,658.5725933,273.0588,275.8908,218,570.0725933,221,457
201802,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,570.0725933,290.163,293.231,231,611.3725933,218,1016
201803,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,611.3725933,298.30836,303.91336,243,672.6,231,1784
201804,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,672.6,560.5535,560.5535,255,749.3,243,305
201805,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,749.3,1149.59617,1152.66817,206,619.5,255,1611
201806,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,619.5,1395.36599,1400.48599,212,765.82,206,2715
201807,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,765.82,1362.08711,1362.08711,171,602.5866667,212,836
201808,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,602.5866667,1231.8156,1233.9916,174,663.52,171,1000
201809,10CLPY-2000LL0-SC017,L,CARNE,PTY,CPT,663.52,208.778,208.778,146,575.6,174,43
201501,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,,49.916,50.7,,,,86
201502,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,,26.308,26.7,,,,47
201503,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,,79.326,80.6,,,,245
201504,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,,128.162,131.43,,,,238
201505,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,,107.688,114.92,13,58.8,,136
201506,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,58.8,83.4171,88.36,9,44.1,13,98
201507,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,44.1,128.78,137.28,54,93.1,9,51
201508,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,93.1,112.476,120.6,59,83.3,54,164
201509,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,83.3,284.77,299.1,69,109.5,59,146
201510,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,109.5,274.554,280.95,26,59.73836667,69,163
201511,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,59.73836667,254.18396,275.67,25,82.33836667,26,136
201512,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,82.33836667,296.05507,342.02,16,46.33836667,25,106
201601,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,46.33836667,69.57498,69.57,21,54,16,50
201602,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,54,50.886,52.02,32,75.6,21,53
201603,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,75.6,51.848,55.68,41,111.6,32,52
201604,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,111.6,142.972,153.47,35,103.9383667,41,354
201605,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,103.9383667,216.567,225.55,28,103.9383667,35,175
201606,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,103.9383667,330.9042,333.2642,26,111.1383667,28,136
201607,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,111.1383667,210.6806,212.0966,34,97.2,26,86
201608,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,97.2,260.1364,262.0244,117,97.2,34,227
201609,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,97.2,276.0929,277.5089,126,101.2,117,152
201610,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,101.2,304.98068,306.69168,120,101.2,126,149
201611,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,101.2,171.95708,173.84508,26,59,120,325
201612,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,59,57.3652,58.1322,14,47.2,26,87
201701,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,47.2,28.1602,28.6322,19,106.2,14,23
201702,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,106.2,29.8422,29.8422,28,119.9666667,19,20
201703,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,119.9666667,23.128,23.6,39,161.2666667,28,39
201704,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,161.2666667,78.4022,78.4022,54,214.3666667,39,29
201705,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,214.3666667,279.9844,281.6954,48,196.6666667,54,148
201706,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,196.6666667,394.4062,397.5332,35,131.7666667,48,295
201707,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,131.7666667,264.01202,266.37202,13,49.16666667,35,109
201708,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,49.16666667,255.85521,257.27121,14,64.9,13,152
201709,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,64.9,249.26534,253.04134,16,76.7,14,109
201710,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,76.7,218.0808,219.9688,25,118,16,153
201711,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,118,212.7,214.411,30,133.7333333,25,139
201712,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,133.7333333,202.6828,204.6888,39,135.15162,30,136
201801,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,135.15162,107.62,109.98,35,87.95162,39,35
201802,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,87.95162,92.278,93.34,46,143.0182867,35,140
201803,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,143.0182867,51.861,53.1,44,141.6,46,68
201804,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,141.6,153.8905,153.8905,37,118,44,49
201805,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,118,294.9204,295.9444,20,41.3,37,175
201806,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,41.3,327.38378,328.40778,29,75.52,20,143
201807,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,75.52,327.06608,327.57808,34,99.12,29,182
201808,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,99.12,264.3592,266.7272,37,113.42,34,290
201809,10CLPY-2000LL0-SC040,L,VISON,PTY,CPT,113.42,6.4,6.4,31,132.4,37,12
201501,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,,81.30127,77.96,,,,52
201502,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,,45.988,46.38,,,,114
201503,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,,129.94127,128.56,,,,254
201504,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,,241.10427,241.57,,,,410
201505,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,,184.698,193.63,40,147,,121
201506,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,147,395.5212,425.3132,56,242.55,40,310
201507,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,242.55,482.886,516.51,85,328.3,56,390
201508,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,328.3,675.3,729.46,108,437.7333333,85,653
201509,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,437.7333333,548.1417,584.9,85,328.6333333,108,363
201510,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,328.6333333,680.954,700.95,48,205.2333333,85,319
201511,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,205.2333333,590.39309,621.85,48,187.2,48,284
201512,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,187.2,445.69924,524.46,92,248.4,48,243
201601,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,248.4,137.13,142.23,119,324,92,46
201602,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,324,119.464,127.56,140,415.8,119,112
201603,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,415.8,42.93,42.93,111,415.8,140,45
201604,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,415.8,157.758,164.99,79,318.6,111,112
201605,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,318.6,525.807,569.45,26,108,79,264
201606,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,108,653.41466,660.31766,34,172.8,26,316
201607,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,172.8,681.51448,687.47348,41,216,34,484
201608,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,216,513.5844,517.6554,65,270,41,564
201609,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,270,495.7072,501.3712,72,246.6,65,247
201610,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,246.6,462.44866,465.57566,82,181.8,72,267
201611,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,181.8,320.42768,323.73168,74,118,82,355
201612,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,118,167.559,170.391,76,224.2,74,250
201701,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,224.2,50.0246,50.4966,87,318.6,76,36
201702,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,318.6,58.233,59,95,399.2333333,87,152
201703,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,399.2333333,69.2542,71.1422,97,357.9333333,95,75
201704,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,357.9333333,133.54256,134.01456,90,418.9,97,60
201705,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,418.9,517.16304,521.70604,66,344.1666667,90,447
201706,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,344.1666667,824.2768,828.0528,62,308.7666667,66,406
201707,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,308.7666667,627.2101,633.1691,44,206.5,62,698
201708,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,206.5,592.0938,593.9818,49,214.3666667,44,249
201709,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,214.3666667,564.33982,568.41082,48,178.9666667,49,247
201710,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,178.9666667,466.25116,468.61116,81,273.3666667,48,332
201711,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,273.3666667,457.7316,459.1476,103,377.6,81,210
201712,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,377.6,344.07,348.141,96,306.8,103,276
201801,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,306.8,149.604,151.02,78,247.8,96,72
201802,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,247.8,94.5952,95.9522,84,275.3333333,78,209
201803,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,275.3333333,148.9332,152.5322,103,416.9333333,84,482
201804,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,416.9333333,249.8907,250.3627,99,434.6333333,103,165
201805,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,434.6333333,581.7558,582.7798,71,312.7,99,313
201806,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,312.7,562.59445,565.15445,72,337.48,71,823
201807,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,337.48,589.94638,590.97038,74,313.88,72,300
201808,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,313.88,549.4712,551.3272,87,412.88,74,348
201809,10CLPY-2000LL0-SC041,L,SMOKE,PTY,CPT,412.88,27.4872,27.4872,63,268.2,87,4
201501,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,,14.063,14.7,,,,16
201502,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,,14.308,14.7,,,,15
201503,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,,62.279,63.7,,,,192
201504,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,,88.84027,84.96,,,,77
201505,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,,91.32,98.12,13,0,,41
201506,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,0,200.064,221.76,11,14.7,13,189
201507,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,14.7,197.6831,214.93,29,78.4,11,66
201508,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,78.4,273.0142,301.14,40,101.2666667,29,152
201509,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,101.2666667,329.354,346.68,42,95.06666667,40,120
201510,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,95.06666667,357.3231,371.17,21,26.46666667,42,153
201511,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,26.46666667,327.10509,339.43,11,25.2,21,135
201512,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,25.2,196.66578,237.07,14,54,11,134
201601,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,54,102.03,102.03,19,54,14,44
201602,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,54,44.892,46.62,21,75.6,19,39
201603,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,75.6,49.608,50.04,24,59.4,21,66
201604,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,59.4,96.888,102.42,20,70.2,24,40
201605,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,70.2,273.798,287.42,14,37.8,20,210
201606,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,37.8,323.59256,325.77556,8,43.2,14,132
201607,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,43.2,375.6526,378.9566,26,64.8,8,196
201608,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,64.8,278.5346,281.3666,33,64.8,26,258
201609,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,64.8,262.8474,264.7354,46,90.4,33,118
201610,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,90.4,305.757,306.701,33,58,46,129
201611,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,58,197.46528,197.93728,27,70.8,33,203
201612,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,70.8,40.061,41.3,14,47.2,27,60
201701,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,47.2,11.328,11.8,19,82.6,14,24
201702,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,82.6,35.7422,35.7422,31,100.3,19,23
201703,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,100.3,17.228,17.7,34,112.1,31,36
201704,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,112.1,61.42,61.42,33,135.7,34,35
201705,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,135.7,217.02432,219.03032,23,118,33,106
201706,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,118,494.794,497.921,21,106.2,23,307
201707,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,106.2,284.23008,286.88508,11,59,21,261
201708,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,59,292.53794,294.89794,11,59,11,198
201709,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,59,214.17291,217.00491,19,76.7,11,125
201710,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,76.7,231.21497,232.15897,30,112.1,19,78
201711,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,112.1,234.9382,235.8822,38,135.7,30,205
201712,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,135.7,229.434,230.85,36,106.2,38,85
201801,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,106.2,100.452,102.34,26,70.8,36,25
201802,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,70.8,66.553,67.32,18,31.46666667,26,61
201803,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,31.46666667,74.1212,75.8322,17,43.26666667,18,141
201804,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,43.26666667,163.0922,163.0922,17,43.26666667,17,52
201805,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,43.26666667,315.5678,316.0798,15,47.2,17,126
201806,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,47.2,335.86688,337.40288,14,35.4,15,156
201807,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,35.4,253.68802,253.68802,15,35.4,14,93
201808,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,35.4,345.8568,346.8808,20,62,15,171
201809,10CLPY-2000LL0-SC045,L,BROWN,PTY,CPT,62,8.4654,8.4654,29,114.2,20,1
201501,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,,155.54974,140.97,,,,247
201502,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,,71.54,73.5,,,,82
201503,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,,208.35781,200.98,,,,1234
201504,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,,293.83235,284.22,,,,886
201505,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,,219.108,238.7,53,38.81539,,153
201506,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,38.81539,423.11,453.39,52,92.907695,53,524
201507,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,92.907695,521.62339,567.93,114,282.4384633,52,923
201508,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,282.4384633,509.38278,554.61,175,470.4,114,836
201509,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,470.4,734.9221,789.64,183,468.2,175,653
201510,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,468.2,781.77682,820.84,152,305.3,183,381
201511,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,305.3,775.80565,887.82,113,169.2,152,709
201512,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,169.2,698.08191,792.33,117,203.4,113,1011
201601,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,203.4,139.058,147.21,105,192.1384633,117,269
201602,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,192.1384633,124.864,133.23,108,305.5384633,105,138
201603,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,305.5384633,101.27,109.77,103,287.5384633,108,59
201604,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,287.5384633,273.636,293.93,90,284.4,103,862
201605,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,284.4,621.89533,671.86,61,154.8,90,306
201606,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,154.8,644.9442,653.7352,67,221.4,61,658
201607,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,221.4,748.587,757.555,53,199.8,67,1181
201608,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,199.8,542.202,550.993,146,248.4,53,995
201609,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,248.4,610.1387,617.2187,164,266.3,146,413
201610,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,266.3,576.33138,579.93038,173,268.3,164,635
201611,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,268.3,542.95196,551.27096,78,289.1,173,679
201612,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,289.1,320.9098,326.2198,74,359.9,78,647
201701,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,359.9,79.1288,79.1288,95,503.4666667,74,38
201702,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,503.4666667,100.32037,103.15237,133,534.9333333,95,115
201703,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,534.9333333,50.4204,51.3644,152,558.5333333,133,62
201704,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,558.5333333,240.08161,241.49761,152,601.8,152,180
201705,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,601.8,523.02566,528.45366,115,499.5333333,152,738
201706,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,499.5333333,810.2796,819.0706,81,387.4333333,115,884
201707,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,387.4333333,659.82079,666.07479,48,218.3,81,740
201708,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,218.3,596.95863,603.09463,50,241.9,48,409
201709,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,241.9,512.41325,518.07725,63,224.2,50,300
201710,10CLPY-2000LL0-SC100,L,PIEL,PTY,CPT,224.2,633.53816,639.20216,84,283.2,63,897
