FECDETALLE,CODIGO_SAP,TALLA,COLORES,MODELO,TIPO,PROM_FLG_DEPARTAMENTO_1_4_U3M_M2,TOT_PRECIO_CDESC_M0,TOT_PRECIO_M0,PROM_FLG_SUBCANAL_1_1_U3M_M1,PROM_FLG_DEPARTAMENTO_1_4_U3M_M1,PROM_FLG_SUBCANAL_1_1_U3M_M2,CLASS
201805,10CLPY-1900LL0-SC005,L,NEGRO,PTY,SPT,1904.127913,1630.76674,1633.45474,862,1554.061247,1007,4232
201806,10CLPY-1900LL0-SC005,L,NEGRO,PTY,SPT,1554.061247,1955.83412,1958.20212,656,1261.42,862,5167
201807,10CLPY-1900LL0-SC005,L,NEGRO,PTY,SPT,1261.42,1544.65529,1547.85529,687,1200.453333,656,3621
201808,10CLPY-1900LL0-SC005,L,NEGRO,PTY,SPT,1200.453333,1725.8586,1729.7626,637,1428.053333,687,3298
201809,10CLPY-1900LL0-SC005,L,NEGRO,PTY,SPT,1428.053333,190.4116,190.4116,601,1319.033333,637,61
201501,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,,26.76054,18.02,,,,4
201502,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,,20.73027,16.36,,,,13
201503,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,,107.02908,89.94,,,,79
201504,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,,109.96881,100.91,,,,91
201505,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,,178.058,199.16,2,0,,45
201506,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,0,277.09502,302.89,1,0,2,140
201507,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,0,214.838,236.13,9,39.2,1,97
201508,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,39.2,173.6913,189.57,17,58.8,9,68
201509,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,58.8,203.8731,223.63,23,74.5,17,106
201510,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,74.5,285.7931,313.78,30,58.7,23,144
201511,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,58.7,258.69299,330.03,30,71.5,30,122
201512,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,71.5,167.44325,254.38,32,59.4,30,48
201601,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,59.4,21.73,23.43,35,60.73836667,32,9
201602,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,60.73836667,31.104,32.4,48,69.73836667,35,17
201603,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,69.73836667,63.332,68.46,44,80.53836667,48,32
201604,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,80.53836667,88.098,90.23,30,55.8,44,62
201605,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,55.8,320.598,359.13,9,14.4,30,132
201606,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,14.4,320.156,323.283,5,5.4,9,137
201607,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,5.4,223.6222,226.4542,8,16.2,5,226
201608,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,16.2,294.9974,297.9474,25,23.56666667,8,81
201609,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,23.56666667,215.9867,218.8187,34,18.16666667,25,72
201610,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,18.16666667,224.25998,225.97098,40,7.366666667,34,197
201611,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,7.366666667,251.57608,255.64708,29,0,40,143
201612,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,0,128.1444,130.5044,23,0,29,63
201701,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,0,17.7,17.7,20,11.8,23,12
201702,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,11.8,42.52,42.52,23,11.8,20,27
201703,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,11.8,23.266,24.21,27,11.8,23,7
201704,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,11.8,98.92782,99.39982,24,3.933333333,27,52
201705,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,3.933333333,245.67214,250.51014,20,15.73333333,24,146
201706,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,15.73333333,285.051,287.883,15,27.53333333,20,119
201707,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,27.53333333,336.7952,341.5152,8,23.6,15,226
201708,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,23.6,347.6156,354.5186,14,41.3,8,183
201709,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,41.3,249.42754,255.56354,22,29.5,14,219
201710,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,29.5,252.50065,254.86065,37,29.5,22,195
201711,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,29.5,247.02217,249.97217,53,23.6,37,171
201712,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,23.6,168.9868,169.4588,61,35.4,53,87
201801,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,35.4,76.642,78.53,58,68.83333333,61,66
201802,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,68.83333333,58.509,60.22,63,86.53333333,58,100
201803,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,86.53333333,158.5884,160.0044,56,78.66666667,63,128
201804,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,78.66666667,96.3027,96.3027,60,80.63333333,56,31
201805,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,80.63333333,141.7446,142.2566,37,45.23333333,60,655
201806,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,45.23333333,285.62289,286.64689,32,41.3,37,168
201807,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,41.3,171.11312,172.45712,25,5.9,32,394
201808,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,5.9,349.599,351.967,23,12.8,25,163
201809,10CLPY-1900LL0-SC007,L,AZUL,PTY,SPT,12.8,46.5172,46.5172,15,12.8,23,5
201501,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,,641.81203,566.2,,,,546
201502,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,,630.57333,552.92,,,,478
201503,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,,906.77939,797.99,,,,1724
201504,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,,1109.93353,1070.36,,,,1852
201505,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,,1436.2075,1580.5,232,426.3,,1089
201506,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,426.3,2046.0264,2214.5822,198,428.55755,232,2124
201507,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,428.55755,2433.40021,2653.75,270,697.3050333,198,2264
201508,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,697.3050333,2201.70114,2383.74,322,805.1050333,270,1966
201509,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,805.1050333,2345.58632,2512.97,350,785.1,322,2147
201510,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,785.1,2511.4484,2713.58,338,618.3,350,2825
201511,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,618.3,2658.31033,3064.19,366,841.3383667,338,2946
201512,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,841.3383667,2351.38762,3037.7,410,953.5383667,366,5217
201601,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,953.5383667,742.814,816.12575,504,1205.816733,410,980
201602,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1205.816733,537.326,564.69,467,1100.078367,504,900
201603,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1100.078367,489.61254,516.06,559,1194.5551,467,487
201604,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1194.5551,1208.396,1293.48,513,1138.0151,559,1953
201605,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1138.0151,1824.6242,1979.2722,463,1003.0151,513,1805
201606,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1003.0151,2120.2854,2131.7314,336,1029.138367,463,2060
201607,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1029.138367,1939.6402,1952.3252,218,682.2,336,2742
201608,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,682.2,1694.1958,1706.2908,522,926.3,218,1881
201609,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,926.3,1514.8259,1524.8559,608,937.6666667,522,1979
201610,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,937.6666667,2015.13122,2029.35022,743,962.0666667,608,3493
201611,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,962.0666667,2109.47808,2128.88908,466,627.3666667,743,3378
201612,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,627.3666667,1828.84818,1843.36218,475,833.8666667,466,4396
201701,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,833.8666667,497.6968,498.6408,433,1142.633333,475,803
201702,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1142.633333,676.303,685.212,588,1431.733333,433,1602
201703,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1431.733333,295.979,298.162,583,1304.24,588,266
201704,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1304.24,641.23,642.646,712,1463.54,583,563
201705,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1463.54,1692.15862,1704.96162,573,1384.873333,712,2087
201706,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1384.873333,1804.6758,1817.2428,517,1341.47,573,2421
201707,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1341.47,1836.77974,1849.87774,282,891.1033333,517,3856
201708,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,891.1033333,1907.6544,1919.1004,281,946.17,282,2343
201709,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,946.17,1728.27486,1743.67386,326,822.0666667,281,4019
201710,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,822.0666667,1850.04534,1862.08134,427,1034.466667,326,4627
201711,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1034.466667,2144.6634,2158.5874,542,1164.266667,427,3383
201712,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1164.266667,1392.8122,1404.3172,625,1439.6,542,5632
201801,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1439.6,540.873,548.72,649,1386.5,625,2197
201802,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1386.5,519.135,523.501,700,1463.2,649,1129
201803,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1463.2,808.26894,814.52294,789,1522.2,700,5094
201804,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1522.2,932.01098,932.01098,890,1718.866667,789,768
201805,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1718.866667,1505.7612,1508.4492,781,1412.066667,890,2892
201806,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1412.066667,1505.98084,1509.37284,542,1086.386667,781,3166
201807,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1086.386667,1304.69435,1306.87035,588,1072.62,542,1704
201808,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1072.62,1600.669,1603.869,560,1235.153333,588,1915
201809,10CLPY-1900LL0-SC017,L,CARNE,PTY,SPT,1235.153333,249.4472,249.4472,570,1335.9,560,84
201501,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,,129.3103,132.87,,,,119
201502,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,,126.77,126.77,,,,66
201503,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,,273.32727,270.77,,,,362
201504,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,,234.038,236.39,,,,411
201505,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,,188.888,204.62,30,171.1151,,120
201506,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,171.1151,243.032,258.63,35,163.95755,30,287
201507,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,163.95755,284.2831,300.1,63,275.9050333,35,251
201508,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,275.9050333,256.4371,268.45,75,302.1666667,63,192
201509,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,302.1666667,529.92,542.82,80,301.9,75,340
201510,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,301.9,325.7051,344.68,59,178.5,80,269
201511,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,178.5,294.49994,330.21,73,244.1383667,59,244
201512,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,244.1383667,314.20639,407.95,73,235.3383667,73,369
201601,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,235.3383667,103.496,112.86,96,246.1383667,73,76
201602,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,246.1383667,67.932,70.2,81,172.8,96,151
201603,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,172.8,99.192,106.02,102,241.2,81,108
201604,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,241.2,208.552,217.35,78,241.2,102,425
201605,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,241.2,300.63,322.94,64,198,78,272
201606,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,198,362.637,366.413,36,118.8,64,352
201607,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,118.8,180.3654,182.7254,46,81,36,165
201608,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,81,237.6108,241.2098,165,129.6,46,347
201609,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,129.6,146.8534,147.3254,175,120.8,165,122
201610,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,120.8,258.44144,259.20844,180,116.4,175,141
201611,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,116.4,271.80128,273.21728,66,82.6,180,305
201612,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,82.6,193.189,194.9,65,153.4,66,231
201701,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,153.4,143.6188,143.6188,72,300.9,65,79
201702,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,300.9,103.506,106.81,87,363.8333333,72,204
201703,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,363.8333333,45.9982,46.9422,83,334.3333333,87,26
201704,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,334.3333333,79.4484,80.8644,75,275.3333333,83,86
201705,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,275.3333333,171.93924,175.71524,68,267.4666667,75,191
201706,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,267.4666667,185.9832,190.7032,94,320.5666667,68,156
201707,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,320.5666667,167.96878,171.56778,65,220.2666667,94,189
201708,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,220.2666667,244.8584,248.6344,53,135.7,65,248
201709,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,135.7,206.4006,210.1766,26,41.3,53,298
201710,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,41.3,233.9814,238.5244,44,94.4,26,351
201711,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,94.4,247.9006,251.0276,63,163.2333333,44,286
201712,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,163.2333333,233.7916,236.4466,71,186.8333333,63,218
201801,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,186.8333333,94.48,96.84,65,173.0666667,71,98
201802,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,173.0666667,174.1884,175.6044,82,228.1333333,65,402
201803,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,228.1333333,252.6744,255.6244,71,192.7333333,82,422
201804,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,192.7333333,149.7663,150.2383,80,212.4,71,129
201805,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,212.4,346.8298,346.8298,46,86.53333333,80,140
201806,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,86.53333333,296.82609,297.85009,46,98.33333333,46,635
201807,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,98.33333333,270.62069,271.64469,66,127.8333333,46,162
201808,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,127.8333333,231.573,232.597,59,124.9,66,178
201809,10CLPY-1900LL0-SC040,L,VISON,PTY,SPT,124.9,12.8,12.8,64,152.5,59,8
201501,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,,146.23347,144.3,,,,101
201502,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,,207.07027,202.7,,,,186
201503,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,,376.19227,375.35,,,,430
201504,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,,395.13337,399.73,,,,396
201505,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,,400.912,428.41,42,264.6,,252
201506,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,264.6,744.138,783.43,56,269.5,42,699
201507,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,269.5,826.52325,870.12,97,383.8333333,56,622
201508,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,383.8333333,806.8262,845.99,137,462.2333333,97,678
201509,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,462.2333333,1190.05173,1233.54,150,455.1666667,137,816
201510,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,455.1666667,1201.8922,1254.71,156,479.6,150,718
201511,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,479.6,1093.00294,1201.17,194,701.8,156,912
201512,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,701.8,888.32479,1046.89,241,829.8,194,981
201601,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,829.8,252.92605,262.65,283,912.28,241,159
201602,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,912.28,240.312,247.14,257,759.28,283,240
201603,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,759.28,225.22,230.78,268,710.68,257,233
201604,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,710.68,453.478,469.21,254,649.8,268,444
201605,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,649.8,880.073,933.16,196,446.4,254,428
201606,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,446.4,1032.9746,1041.4706,135,419.4,196,965
201607,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,419.4,822.7974,828.5794,90,261,135,764
201608,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,261,1013.2624,1018.7494,198,473.6666667,90,855
201609,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,473.6666667,1078.1484,1084.1074,226,454.8666667,198,688
201610,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,454.8666667,832.1301,837.4401,244,451.5666667,226,802
201611,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,451.5666667,873.9741,879.6381,166,336.3,244,686
201612,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,336.3,526.8432,529.2032,215,560.5,166,636
201701,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,560.5,158.7202,159.1922,235,751.2666667,215,145
201702,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,751.2666667,176.784,180.56,328,973.5,235,394
201703,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,973.5,101.5262,102.9422,298,930.59,328,78
201704,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,930.59,247.63416,249.05016,326,1019.09,298,271
201705,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,1019.09,724.02166,727.44366,228,838.1566667,326,791
201706,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,838.1566667,847.3324,852.3474,195,763.0666667,228,487
201707,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,763.0666667,835.7338,839.4508,97,395.3,195,1011
201708,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,395.3,732.1242,736.8442,94,305.2233333,97,515
201709,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,305.2233333,814.84734,822.22234,127,256.0566667,94,625
201710,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,256.0566667,725.16908,730.65608,173,385.8566667,127,1023
201711,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,385.8566667,826.7478,833.1788,260,511.3333333,173,771
201712,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,511.3333333,588.345,592.711,259,475.9333333,260,877
201801,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,475.9333333,181.9742,183.8622,255,491.6666667,259,228
201802,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,491.6666667,251.0352,254.1622,258,601.8,255,439
201803,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,601.8,336.7766,339.1366,264,717.8333333,258,877
201804,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,717.8333333,414.5344,414.8544,291,808.3,264,245
201805,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,808.3,651.7126,652.7366,216,544.7666667,291,1169
201806,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,544.7666667,691.64307,693.69107,168,429.52,216,1301
201807,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,429.52,513.45848,516.33848,183,518.02,168,571
201808,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,518.02,570.538,573.61,182,566.32,183,902
201809,10CLPY-1900LL0-SC041,L,SMOKE,PTY,SPT,566.32,34.0654,34.0654,219,635.4133333,182,13
201501,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,,57.946,58.73,,,,38
201502,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,,36.33984,34.28,,,,13
201503,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,,99.55354,91.45,,,,78
201504,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,,141.592,144.86,,,,249
201505,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,,196.056,213.92,14,88.2,,134
201506,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,88.2,297.54212,318.86,10,44.1,14,143
201507,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,44.1,367.706,387.27,12,49,10,174
201508,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,49,215.952,228.15,33,115.9666667,12,143
201509,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,115.9666667,391.11212,409.49,43,125.7666667,33,241
201510,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,125.7666667,296.0671,318.01,46,130.9050333,43,183
201511,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,130.9050333,226.83223,267.48,42,110.1383667,46,170
201512,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,110.1383667,327.29857,430.95,37,105.7383667,42,345
201601,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,105.7383667,32.1312,32.1312,49,121.7053733,37,23
201602,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,121.7053733,63.234,64.8,44,109.1053733,49,117
201603,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,109.1053733,36.504,37.8,73,114.5053733,44,129
201604,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,114.5053733,159.372,171.3,60,84.6,73,131
201605,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,84.6,307.067,331.94,44,21.6,60,102
201606,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,21.6,311.1964,315.9164,23,75.6,44,358
201607,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,75.6,190.3118,192.7898,57,81,23,129
201608,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,81,235.25334,238.85234,79,81,57,290
201609,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,81,67.3288,67.3288,75,28,79,20
201610,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,28,149.40768,149.87968,49,23.6,75,136
201611,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,23.6,196.82994,198.71794,33,23.6,49,160
201612,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,23.6,128.5174,129.2844,38,23.6,33,123
201701,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,23.6,37.84,37.84,29,11.8,38,14
201702,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,11.8,40.356,41.3,38,35.4,29,92
201703,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,35.4,45.4644,45.4644,34,35.4,38,22
201704,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,35.4,70.81694,70.81694,49,59,34,43
201705,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,59,229.49494,231.67794,36,35.4,49,114
201706,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,35.4,223.7746,224.7186,43,59,36,80
201707,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,59,179.25524,181.61524,26,35.4,43,215
201708,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,35.4,215.613,219.861,29,59,26,136
201709,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,59,185.5468,188.3788,22,41.3,29,149
201710,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,41.3,186.46022,187.99422,36,53.1,22,309
201711,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,53.1,64.842,66.73,55,100.3,36,284
201712,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,100.3,110.822,112.71,57,94.4,55,142
201801,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,94.4,111.098,113.93,45,86.53333333,57,96
201802,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,86.53333333,71.076,72.02,32,27.53333333,45,381
201803,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,27.53333333,168.9106,170.3266,20,15.73333333,32,175
201804,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,15.73333333,211.98242,211.98242,21,47.2,20,98
201805,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,47.2,252.0202,252.5322,23,41.3,21,127
201806,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,41.3,265.8676,266.3796,30,41.3,23,114
201807,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,41.3,196.09845,196.61045,38,35.4,30,118
201808,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,35.4,153.788,154.3,42,67.9,38,84
201809,10CLPY-1900LL0-SC045,L,BROWN,PTY,SPT,67.9,14.8572,14.8572,43,80.7,42,5
201501,10CLPY-1900LL0-SC100,L,PIEL,PTY,SPT,,569.07575,505.67,,,,1473
201502,10CLPY-1900LL0-SC100,L,PIEL,PTY,SPT,,326.14589,300.65,,,,530
201503,10CLPY-1900LL0-SC100,L,PIEL,PTY,SPT,,654.30104,579.84,,,,1963
201504,10CLPY-1900LL0-SC100,L,PIEL,PTY,SPT,,632.77741,619.17568,,,,1789
201505,10CLPY-1900LL0-SC100,L,PIEL,PTY,SPT,,590.3203,639.03,508,940.8,,1385
201506,10CLPY-1900LL0-SC100,L,PIEL,PTY,SPT,940.8,943.8331,1001.59,382,852.6,508,2007
